word,reading,meaning,level
襲来,しゅうらい,invasion / raid / attack,
週刊,しゅうかん,weekly publication,
週刊誌,しゅうかんし,weekly (publication) / weekly magazine / weekly journal,
週末,しゅうまつ,weekend,
集い,つどい,meeting / get-together (e.g. among friends),
集荷,しゅうか,"collection of cargo (esp. produce, etc.) / cargo booking",
集成,しゅうせい,aggregation,
集積,しゅうせき,accumulation,
集配,しゅうはい,collection and delivery,
集約,しゅうやく,putting together (e.g. opinions) / gathering / collecting,
集落,しゅうらく,settlement / village / community,
醜悪,しゅうあく,ugly / unsightly / hideous,
醜態,しゅうたい,disgraceful behavior / disgraceful behaviour / shameful conduct,
醜聞,しゅうぶん,scandal,
住み心地,すみごこち,(level of) comfort (in the place one lives),
住職,じゅうしょく,chief priest (of a Buddhist temple),
住人,じゅうにん,dweller / inhabitant / resident,
住専,じゅうせん,housing-loan corporation,
住宅街,じゅうたくがい,residential area,
住宅地,じゅうたくち,housing district / residential district,
住民税,じゅうみんぜい,municipal tax,
住民票,じゅうみんひょう,certificate of residence,
充足,じゅうそく,sufficiency,
充填,じゅうてん,filling (up) / replenishing / filling in (a tooth),
充電,じゅうでん,charging (electrically),
充当,じゅうとう,allocation / appropriation,
充満,じゅうまん,being filled with / being full of / permeation,
十字,じゅうじ,cross / cross shape,
十字架,じゅうじか,cross (for crucifixion) / the Cross (of Christ),
十字軍,じゅうじぐん,Crusades / Crusaders,
十種競技,じっしゅきょうぎ,decathlon,
十人十色,じゅうにんといろ,"several men, several minds / everyone has his own (ideas, tastes, interests, etc.) / different strokes for different folks",
十二分,じゅうにぶん,more than enough / more than ample / exhaustive,
十文字,じゅうもんじ,cross / cruciform,
従業,じゅうぎょう,employment,
従軍,じゅうぐん,military service / serving in a war / taking part in a campaign,
従兄,じゅうけい,cousin (older male),
従者,じゅうしゃ,attendant / valet / servant,
従属,じゅうぞく,subordination / dependency,
柔和,にゅうわ,gentle / mild / meek,
渋柿,しぶがき,astringent persimmon,
獣医,じゅうい,veterinarian / veterinary surgeon / vet,
縦横無尽,じゅうおうむじん,freely / right and left / as one pleases,
縦貫,じゅうかん,running through / traversal,
縦書き,たてがき,writing vertically / vertical writing,
縦断,じゅうだん,running through (north-south) / cutting across / travelling across,
重さ,おもさ,weight,
重ね,かさね,pile / heap / layers (e.g. of clothing),
重ね合わせ,かさねあわせ,superposition,
重ね着,かさねぎ,layering (clothing) / wearing one garment over another,
重り,おもり,weight,
重圧,じゅうあつ,strong pressure / heavy pressure,
重金属,じゅうきんぞく,heavy metals,
重工業,じゅうこうぎょう,heavy industry,
重罪,じゅうざい,felony / serious crime,
重症,じゅうしょう,serious illness,
重心,じゅうしん,centre of gravity (center),
重臣,じゅうしん,chief vassal / senior statesman,
重税,じゅうぜい,heavy taxation,
重責,じゅうせき,heavy responsibility,
重奏,じゅうそう,instrumental ensemble,
重鎮,じゅうちん,leader / authority / mainstay,
重篤,じゅうとく,critical (condition) / serious,
重箱,じゅうばこ,jūbako / multi-tiered food box,
重版,じゅうはん,additional printing / reprint / reissue,
重病,じゅうびょう,serious illness,
重文,じゅうぶん,important cultural property / important cultural asset,
重油,じゅうゆ,heavy oil / fuel oil,
重要視,じゅうようし,regarding highly / attaching importance to,
重要性,じゅうようせい,importance / gravity,
重労働,じゅうろうどう,heavy labor / heavy labour / hard work,
銃火,じゅうか,gunfire,
銃器,じゅうき,small arms,
銃剣,じゅうけん,bayonet,
銃口,じゅうこう,gun point / muzzle,
銃殺,じゅうさつ,death by shooting,
銃身,じゅうしん,gun barrel,
銃声,じゅうせい,sound of a gunshot / report of a gun,
銃弾,じゅうだん,bullet (from a rifle),
銃砲,じゅうほう,guns / firearms,
宿屋,やどや,inn,
宿舎,しゅくしゃ,lodging (house) / accommodation / hotel,
宿場,しゅくば,relay station (esp. on Edo-period highway) / post station / stage,
宿直,しゅくちょく,night watch / night guard / night shift,
宿敵,しゅくてき,old enemy / longtime enemy / arch-enemy,
淑女,しゅくじょ,lady,
淑徳,しゅくとく,womanly virtues,
祝い,いわい,congratulation / congratulations / celebration,
祝宴,しゅくえん,celebratory banquet / feast,
祝儀,しゅうぎ,celebration / celebratory event / wedding ceremony,
祝詞,のりと,congratulatory address,
祝辞,しゅくじ,congratulatory address,
祝典,しゅくてん,celebration,
祝電,しゅくでん,congratulatory telegram,
祝杯,しゅくはい,toast / congratulatory cup,
祝福,しゅくふく,celebration (of a joyous occasion) / blessing / giving one's blessing,
縮刷版,しゅくさつばん,reduced-size edition (esp. of an unabridged compilation of a newspaper) / compact edition,
縮尺,しゅくしゃく,reduced scale / scaling down,
縮図,しゅくず,reduced drawing / miniature copy,
粛軍,しゅくぐん,army purge,
粛正,しゅくせい,regulation / enforcement,
粛清,しゅくせい,(political) purge,
塾生,じゅくせい,cram school student / student of a private-tutoring school,
熟睡,じゅくすい,deep sleep / sound sleep / profound sleep,
熟成,じゅくせい,maturing / ripening / aging,
熟知,じゅくち,being familiar with / having a thorough knowledge of / being well-informed about,
熟読,じゅくどく,careful reading / reading thoroughly / perusal,
熟慮,じゅくりょ,deliberation / (thoughtful) consideration,
熟練,じゅくれん,skill / expertise / experience,
出し入れ,だしいれ,deposit and withdraw / taking in and out,
出し物,だしもの,"program (e.g. theatre, theater) / programme",
出火,しゅっか,outbreak of fire,
出荷,しゅっか,shipping / shipment / forwarding,
出回り,でまわり,supply (of a commodity),
出掛け,でがけ,(on the) point of going out / (at the) moment one is about to leave,
お出かけ,おでかけ,about to start out / just about to leave or go out,
出願,しゅつがん,application / filing an application,
出金,しゅっきん,withdrawal (of money) / payment / contribution,
出撃,しゅつげき,sortie / sally / attack,
出欠,しゅっけつ,attendance or absence,
出向,しゅっこう,temporary transfer (of an employee) / secondment / relocation,
出港,しゅっこう,departure from a port / leaving port / setting sail,
出航,しゅっこう,"departure (of a boat, plane) / setting sail / leaving port",
出獄,しゅつごく,release (from prison),
出資,しゅっし,investment / contribution / financing,
出し,だし,pretext / excuse / pretense (pretence),
出色,しゅっしょく,outstanding / excellent / remarkable,
出身者,しゅっしんしゃ,alumnus (alumnae) / graduate / old boy (girl),
出身地,しゅっしんち,the place one comes from / one's birthplace / one's hometown,
出刃,でば,broad-bladed kitchen knife (for dressing fish),
出陣,しゅつじん,going into battle / departure for the front,
出世作,しゅっせさく,work of art or literature that brings fame,
出征,しゅっせい,going to war / departure for the front,
出席者,しゅっせきしゃ,attendee / participant / person present,
出先,でさき,one's destination / place where someone is going / place where someone has gone,
出先機関,でさききかん,branch office,
出前,でまえ,home delivery (of food) / outside catering,
出窓,でまど,bay window,
出足,であし,turnout (of people),
出張所,しゅっちょうじょ,branch office / agency / sub-branch,
出超,しゅっちょう,excess of exports / favorable balance of trade / favourable balance of trade,
出廷,しゅってい,appearance in court,
出典,しゅってん,source (e.g. quotation) / authority,
出展,しゅってん,exhibit / display,
出土,しゅつど,archeological excavation (archaeological),
出頭,しゅっとう,appearance / presence / attendance,
出入,しゅつにゅう,in and out / income and expenses / free associations,
出納,すいとう,receipts and expenditure (disbursements),
出納簿,すいとうぼ,cashbook,
出馬,しゅつば,running (for election) / coming forward as a candidate,
出版元,しゅっぱんもと,publisher,
出版物,しゅっぱんぶつ,publication,
出番,でばん,one's turn / one's shift,
出兵,しゅっぺい,dispatch of troops / despatch of troops / expedition,
出方,でかた,attitude / approach / move,
出没,しゅつぼつ,making frequent appearances / appearing often / appearing and disappearing,
出来,しゅったい,occurrence / happening / taking place,
出来るだけ,できるだけ,as much as one can / as much as possible / if at all possible,
出来栄え,できばえ,result / effect / performance,
出来高,できだか,yield / crop / production,
出来合い,できあい,ready-made,
出力,しゅつりょく,"output (electrical, signal, etc.)",
術語,じゅつご,technical term / terminology / nomenclature,
述懐,じゅっかい,"speaking about (one's thoughts, memories, etc.) / relating (one's feelings, reminiscences, etc.) / recollection",
俊英,しゅんえい,excellence / genius,
俊足,しゅんそく,swiftness of foot / fast runner,
峻別,しゅんべつ,rigorous distinction,
春一番,はるいちばん,first storm of spring / strong winds during the change from winter to spring,
春休み,はるやすみ,spring break / spring vacation,
春秋,しゅんじゅう,spring and autumn / spring and fall,
春先,はるさき,beginning of spring,
春闘,しゅんとう,spring labor offensive / annual spring wage bargaining round,
春風,はるかぜ,spring breeze,
春分,しゅんぶん,vernal equinox / spring equinox,
瞬時,しゅんじ,instant / moment / (split) second,
竣工,しゅんこう,completion of construction,
准将,じゅんしょう,commodore / brigadier general,
旬報,じゅんぽう,ten-day report,
殉職,じゅんしょく,dying at one's post / being killed in the line of duty,
殉難,じゅんなん,martyrdom,
準拠,じゅんきょ,"being based on / following (a rule, guidelines, etc.) / conforming to (standards, regulations, etc.)",
準備金,じゅんびきん,reserve fund,
準用,じゅんよう,to apply (the law) with necessary modifications / to apply mutatis mutandis / to apply correspondingly,
潤い,うるおい,moisture / damp / wetness,
潤滑油,じゅんかつゆ,lubricating oil / lubricant / lube,
純愛,じゅんあい,pure love,
純益,じゅんえき,clear profit / net income / net profit,
純化,じゅんか,purification / refining,
純金,じゅんきん,pure gold / solid gold / fine gold,
純真,じゅんしん,pure / innocent / naive,
純正,じゅんせい,pure / genuine / real,
純度,じゅんど,purity (of a substance),
純文学,じゅんぶんがく,pure literature / belles-lettres,
巡演,じゅんえん,performance tour,
巡回,じゅんかい,going around / patrol / round,
巡業,じゅんぎょう,provincial tour,
巡航,じゅんこう,cruise / cruising,
巡行,じゅんこう,patrol,
巡視,じゅんし,inspection tour,
巡洋艦,じゅんようかん,cruiser (warship),
巡礼,じゅんれい,pilgrimage / pilgrim,
遵守,じゅんしゅ,"observance (of laws, rules, etc.) / adherence / obeying",
遵法,じゅんぽう,law observance / obeying the law,
順位,じゅんい,order / rank / position (e.g. in a race),
順延,じゅんえん,postponement / moving to a later date,
順応,じゅんのう,adaptation / accommodation / conforming,
処遇,しょぐう,treatment (of a person) / dealing with,
処刑,しょけい,execution,
処女,しょじょ,virgin (usu. female) / maiden,
処方,しょほう,prescription (of medicine) / formula,
初めて,はじめて,for the first time,
初演,しょえん,first performance / premiere,
初夏,しょか,early summer,
初回,しょかい,first time / first innings / initial attempt,
初期,しょき,early days / early years / early stages,
初詣,はつもうで,first shrine visit of the New Year,
初婚,しょこん,first marriage,
初秋,しょしゅう,early autumn (fall),
初出,しょしゅつ,first appearance,
初春,しょしゅん,early spring / beginning of spring,
初心,しょしん,one's original intention / one's initial enthusiasm,
初心者,しょしんしゃ,beginner,
初雪,はつゆき,first snow (of the season) / first snowfall,
初対面,しょたいめん,first meeting / first interview with,
初代,しょだい,first generation / founder,
初段,しょだん,"first rank in the senior class (in martial arts, go, etc.) / lowest rank / one dan",
初冬,しょとう,early winter,
初等,しょとう,elementary / primary,
初頭,しょとう,"beginning (of a century, etc.)",
初日,しょにち,first day / opening day,
初任給,しょにんきゅう,initial salary / starting salary / entry-level salary,
初夢,はつゆめ,first dream of the New year (believed to foretell one's luck),
初恋,はつこい,first love / puppy love,
初老,しょろう,past middle age / nearing old age / near-elderly,
所轄,しょかつ,jurisdiction,
所感,しょかん,impressions / thoughts / feelings,
所管,しょかん,jurisdiction,
所見,しょけん,view / opinion / finding,
所在地,しょざいち,location / address,
所作,しょさ,conduct / behaviour,
所産,しょさん,result / fruit (of) / product (of),
所信,しょしん,belief / conviction / opinion,
所長,しょちょう,"head (of an office, laboratory, etc.) / chief",
所得税,しょとくぜい,income tax,
所有権,しょゆうけん,ownership / dominion / ownership rights,
所有者,しょゆうしゃ,owner,
所用,しょよう,engagement / business / affair,
暑さ,あつさ,heat (of the weather) / hotness,
暑中,しょちゅう,height of summer / high summer / hottest part of the summer,
庶民的,しょみんてき,popular / folksy / plebeian,
緒戦,しょせん,beginning of hostilities / beginning of competition,
書き言葉,かきことば,written word / written language,
書き出し,かきだし,"beginning (of writing) / opening passage (sentence, paragraph, etc.)",
書き方,かきかた,way of writing / manner of writing,
書院,しょいん,drawing room / study / writing alcove,
書架,しょか,bookshelf / bookcase,
書簡,しょかん,letter / note / epistle,
書記,しょき,clerk / secretary,
書庫,しょこ,library / book storage / stack room,
書誌,しょし,bibliography (list of books by an author or on a subject),
書誌学,しょしがく,bibliography (study of books) / bibliology,
書式,しょしき,prescribed form (of writing) / format,
書生,しょせい,student who performs housework in exchange for meals and lodging / houseboy (attending school or university),
書体,しょたい,typeface,
書棚,しょだな,bookshelf,
書房,しょぼう,study / library,
書名,しょめい,book title,
書面,しょめん,document / letter,
諸刃,もろは,double-edged (e.g. sword blade) / double-beveled (e.g. kitchen knife),
諸島,しょとう,archipelago / group of islands,
諸般,しょはん,various / several,
助け舟,たすけぶね,lifeboat,
助っ人,すけっと,helper / supporter / second,
助演,じょえん,supporting performance / playing a supporting role,
助産,じょさん,midwifery,
助産婦,じょさんぷ,midwife,
助成,じょせい,assisting / assistance / fostering,
助走,じょそう,approach run / run-up,
助長,じょちょう,promotion / encouragement / fostering,
助役,じょやく,assistant official,
助力,じょりょく,assistance / support,
叙勲,じょくん,conferring of decorations,
叙事詩,じょじし,epic (poem) / epic poetry,
叙述,じょじゅつ,description / account / delineation,
女医,じょい,female doctor,
女学生,じょがくせい,schoolgirl / female student,
女子高,じょしこう,girls' high school,
女子高生,じょしこうせい,female high school student,
女子大,じょしだい,women's college / women's university,
女児,じょじ,girl / baby girl,
女将,おかみ,"proprietress (of a traditional Japanese inn, restaurant, or shop) / landlady / hostess",
女神,めがみ,goddess,
女人,にょにん,woman,
女声,じょせい,female voice,
女装,じょそう,female clothing / wearing female clothing / cross dressing (for a man),
女体,にょたい,woman's body,
女中,じょちゅう,hostess (in a ryokan) / waitress (in a traditional restaurant),
女帝,じょてい,empress,
女流,じょりゅう,"woman (writer, artist, aviator, etc.)",
女郎,じょろう,prostitute (esp. Edo period),
序で,ついで,opportunity / occasion / chance,
序の口,じょのくち,"the beginning (as in ""this is only the beginning"")",
序曲,じょきょく,overture / prelude,
序章,じょしょう,preface / foreword / introduction,
序説,じょせつ,introduction,
序盤,じょばん,"opening (in a game of go, chess, etc.)",
序文,じょぶん,preface / foreword / introduction,
序幕,じょまく,curtain-raiser / prologue,
序列,じょれつ,rank / ranking order / hierarchy,
除去,じょきょ,removal / getting rid of,
除籍,じょせき,removing a name,
除雪,じょせつ,snow removal,
除草,じょそう,weeding,
除隊,じょたい,military discharge,
除幕式,じょまくしき,unveiling ceremony,
除名,じょめい,striking off a name / dropping a name (from a list) / expulsion,
除夜,じょや,New Year's Eve,
傷害,しょうがい,injury / inflicting bodily injury,
傷害保険,しょうがいほけん,accident insurance,
傷口,きずぐち,(opening of a) wound / cut,
傷者,しょうしゃ,wounded person / casualty / injured person,
傷心,しょうしん,heartbreak / grief / sorrow,
傷病,しょうびょう,injuries and sickness / wounds and illness,
傷兵,しょうへい,wounded soldier,
償い,つぐない,recompense / indemnity / atonement,
償還,しょうかん,repayment / redemption / amortization,
償却,しょうきゃく,repayment / redemption,
償金,しょうきん,reparation / redemption,
勝ち目,かちめ,chance (of success) / odds,
勝算,しょうさん,prospects of victory / chances of success,
勝者,しょうしゃ,winner / victor,
勝訴,しょうそ,winning a (legal) case / victory (in a legal case),
召喚,しょうかん,"summoning (a spirit, demon, etc.) / evocation / invocation",
召集,しょうしゅう,convening / calling together (e.g. parliament) / call-up (for military service),
商い,あきない,trade / business / trading,
商家,しょうか,merchant / store / shop,
商科,しょうか,commerce (field of study) / department of commerce (at a university),
商会,しょうかい,firm / company,
商慣習,しょうかんしゅう,commercial practice,
商工,しょうこう,commerce and industry,
商工業,しょうこうぎょう,commerce and industry,
商号,しょうごう,firm name / trade name,
商魂,しょうこん,commercial spirit,
商事,しょうじ,commercial affairs,
商事会社,しょうじがいしゃ,commercial company,
商船,しょうせん,merchant ship,
商談,しょうだん,business discussion / negotiation,
商店街,しょうてんがい,shopping district / shopping street / downtown,
商売人,しょうばいにん,merchant / trader / shrewd businessman,
商標,しょうひょう,trademark,
商品券,しょうひんけん,gift certificate,
商法,しょうほう,business practice / business method / commerce,
商務,しょうむ,commercial affairs,
商用,しょうよう,business (engagement),
唱歌,しょうか,singing / song,
将官,しょうかん,general / admiral,
将棋倒し,しょうぎだおし,falling down one after another (like dominoes),
将軍,しょうぐん,general,
将校,しょうこう,commissioned officer,
将来性,しょうらいせい,future prospects / promise,
将来像,しょうらいぞう,vision of the future,
小雨,こさめ,light rain / drizzle,
小学,しょうがく,elementary school / primary school / grade school,
小気味,こきみ,sentiment / feeling,
小規模,しょうきぼ,small scale,
小競り合い,こぜりあい,skirmish / brush (with the enemy) / minor battle,
小金,こがね,small sum of money,
小言,こごと,scolding / telling-off / rebuke,
小康,しょうこう,lull / breathing spell / respite,
小国,しょうこく,small country,
小細工,こざいく,intricate workmanship / delicate handiwork,
小さじ,こさじ,teaspoon,
小皿,こざら,small plate / small dish,
小山,こやま,hill / knoll,
小枝,こえだ,twig / spray,
小児,しょうに,young child / infant,
小舟,こぶね,small boat,
小銃,しょうじゅう,rifle / small arms,
小春,こはる,"10th month of the lunisolar calendar (traditional first month of winter, approx. November) / late autumn / late fall",
小食,しょうしょく,light eating / spare diet / not eating much,
小心,しょうしん,timidity / cowardice,
小人,しょうにん,child (esp. one of elementary school age or younger),
小数点,しょうすうてん,decimal point / radix point,
小石,こいし,pebble / small stone,
小説家,しょうせつか,novelist / fiction writer,
小雪,こゆき,light snow,
小川,おがわ,stream / brook / creek,
小僧,こぞう,youngster / boy / kid,
小隊,しょうたい,platoon,
小町,こまち,belle / (town) beauty,
小刀,こがたな,(small) knife,
小島,こじま,small island / islet,
小豆,あずき,adzuki bean (Vigna angularis),
小道具,こどうぐ,small tool / gadget,
小麦粉,こむぎこ,wheat flour,
小鉢,こばち,small bowl,
小判,こばん,oval / elliptical / oblong,
小品,しょうひん,"short piece (of music, writing) / small work (painting, sculpture, etc.) / literary sketch",
小物,こもの,accessories / small articles,
小文字,こもじ,lowercase letter,
小話,こばなし,anecdote,
少額,しょうがく,small sum (of money) / small amount,
少年院,しょうねんいん,reformatory / juvenile training school / reform school,
少年団,しょうねんだん,Boy Scouts,
床下,ゆかした,under the floor,
承継,しょうけい,succession / accession / inheritance,
抄本,しょうほん,excerpt / abridgment / abridgement,
抄録,しょうろく,quotation / abstract / selection,
招集,しょうしゅう,call / summons / convening,
招致,しょうち,invitation / summons / bidding (e.g. to host the Olympics),
招聘,しょうへい,(courteous) invitation / call,
掌握,しょうあく,grasping / seizing / holding,
掌中,しょうちゅう,in the hand / (something) easily manipulated,
昇格,しょうかく,promotion / raising of status,
昇級,しょうきゅう,promotion / advancement,
昇給,しょうきゅう,salary raise,
昇任,しょうにん,promotion / advancement,
昭和,しょうわ,reminiscent of the Shōwa era / Shōwa-nostalgic / old-fashioned,
松竹梅,しょうちくばい,"pine, bamboo and plum (an auspicious grouping)",
松林,まつばやし,pine forest,
沼沢,しょうたく,marsh / swamp / bog,
沼地,ぬまち,marshland / wetland / swampland,
消火,しょうか,extinguishing a fire / fire fighting,
消火器,しょうかき,fire extinguisher,
消極,しょうきょく,passive / negative / conservative,
消失,しょうしつ,disappearance / vanishing / loss,
消息筋,しょうそくすじ,informed circles,
消費税,しょうひぜい,"consumption tax (incl. sales tax, VAT, excise duty, etc.)",
消防士,しょうぼうし,firefighter / fireman,
消防車,しょうぼうしゃ,fire engine / fire truck,
消滅,しょうめつ,extinction / extinguishment / disappearance,
消耗品,しょうもうひん,consumable goods,
渉外,しょうがい,public relations / client liaison / client relations,
焼き芋,やきいも,roasted sweet potato / baked sweet potato,
焼却,しょうきゃく,incineration / destruction by fire,
焼酎,しょうちゅう,"shōchū / Japanese spirit distilled from sweet potatoes, rice, etc.",
焦り,あせり,impatience,
焦燥,しょうそう,impatience / irritation / frustration,
照れ屋,てれや,very shy person / bashful person,
照会,しょうかい,inquiry / query / enquiry,
照射,しょうしゃ,irradiation / radiation / beaming,
照準,しょうじゅん,sight (e.g. of a gun) / aim / alignment,
照度,しょうど,(intensity of) illumination / illuminance,
症候,しょうこう,symptom,
省庁,しょうちょう,ministries and government offices / the authorities,
省令,しょうれい,ministerial ordinance,
硝煙,しょうえん,gunpowder smoke,
硝酸,しょうさん,nitric acid,
称号,しょうごう,title / name / degree,
笑い声,わらいごえ,(sound of) laughter / laughing voice,
笑い話,わらいばなし,funny story / funny anecdote,
笑み,えみ,smile,
紹介者,しょうかいしゃ,person who introduces someone / introducer,
肖像,しょうぞう,portrait / likeness / picture,
菖蒲,しょうぶ,sweet flag (Acorus calamus) / calamus,
衝撃波,しょうげきは,shock wave,
衝動,しょうどう,impulse / urge / impetus,
証印,しょういん,a seal affixed to a document,
証券,しょうけん,bond / bill / certificate,
証書,しょうしょ,document (of proof) / certificate / paper,
証明書,しょうめいしょ,certificate / credentials / testimonial,
詔書,しょうしょ,imperial edict / decree,
詳述,しょうじゅつ,detailed explanation,
詳報,しょうほう,detailed report / full report / details,
象牙,ぞうげ,ivory,
賞状,しょうじょう,certificate of merit / testimonial,
賞罰,しょうばつ,reward and punishment,
賞味,しょうみ,relish / gusto / appreciation,
賞味期限,しょうみきげん,best-before date (on food) / use-by date / expiry date,
賞与,しょうよ,bonus,
鍾乳洞,しょうにゅうどう,limestone cave / limestone cavern,
鐘楼,しょうろう,belfry / bell tower,
障壁,しょうへき,enclosing wall / boundary fence,
上がったり,あがったり,"doomed (business, trade, etc.) / in a bad state / poor",
上げ,あげ,rise (e.g. in price),
上げ下げ,あげさげ,raising and lowering,
上げ下ろし,あげおろし,raising and lowering,
上げ潮,あげしお,rising tide / incoming tide / flood tide,
上っ調子,うわっちょうし,flippant / frivolous / shallow,
上り下り,のぼりくだり,going up and down / ascent and descent / climb and descent,
上り坂,のぼりざか,ascent / uphill / upward slope,
上り列車,のぼりれっしゃ,up-train / train heading toward the starting point of its route,
上意,じょうい,will (esp. of shogun) / decree / emperor's wishes,
上映,じょうえい,screening (a movie) / showing,
上越,じょうえつ,"area on Japan Sea side of Japan, including Niigata",
上下動,じょうげどう,vertical motion (in earthquakes),
上海,しゃんはい,Shanghai (China),
上滑り,うわすべり,superficial / shallow,
上官,じょうかん,superior officer,
上機嫌,じょうきげん,good humour (humor) / good mood,
上気,じょうき,flushing (of one's cheeks) / dizziness / rush of blood to the head,
上記,じょうき,above-mentioned / above-named / above,
上限,じょうげん,upper limit,
上皇,じょうこう,retired emperor / ex-emperor / former emperor,
上質,じょうしつ,fine quality,
上出来,じょうでき,good performance / good work / great success,
上場,じょうじょう,"listing (on the stock exchange, etc.) / taking (a company) public",
上申,じょうしん,report to a superior,
上人,しょうにん,holy priest / saint,
上水,じょうすい,water supply / tap water,
上席,じょうせき,seniority / precedence / upper seat,
上積み,うわづみ,loading on top / piling on top / upper load,
上層,じょうそう,"upper stratum (classes, stories, storeys) / upper layer / layer above",
上体,じょうたい,upper body,
上代,じょうだい,ancient times (e.g. Heian and Nara periods in Japan) / remote ages / early history,
上端,じょうたん,upper end / top / tip,
上段,じょうだん,upper tier / upper section / upper deck,
上値,うわね,higher price / price rise,
上田,じょうでん,high rice field / very fertile rice field,
上棟,じょうとう,raising the ridgepole,
上納,じょうのう,payment to the government,
上背,うわぜい,stature / height,
上半期,かみはんき,first half of the year / first half of the fiscal year,
上半身,じょうはんしん,upper half of the body / upper body,
上部,じょうぶ,top part / surface,
上辺,うわべ,exterior / surface / outside,
上役,うわやく,one's superior / higher-up / boss,
上流,じょうりゅう,upper stream / upper course / upper reaches,
乗っ取り,のっとり,"takeover (of a company, etc.)",
乗り,のり,riding / ride,
乗り気,のりき,interest / eagerness / enthusiasm,
乗り降り,のりおり,getting on and off (a vehicle) / boarding and alighting,
乗り付け,のりつけ,one's regular taxi,
乗員,じょういん,crew member / crewman / crew,
乗降,じょうこう,getting on and off / embarking and disembarking,
乗合,のりあい,riding together / fellow passenger,
乗車券,じょうしゃけん,"ticket (for bus, train, etc.) / passenger ticket",
乗船,じょうせん,embarking (a ship) / embarkation / boarding,
乗組員,のりくみいん,"crew (of a ship, airplane, etc.) / crew member",
乗馬,じょうば,horse riding / horseback riding / mounting a horse,
乗務員,じょうむいん,"transport staff (driver, conductor, etc.) / crew member / crewman",
乗用車,じょうようしゃ,(passenger) car / automobile,
剰余金,じょうよきん,surplus / balance,
城下町,じょうかまち,castle town / city in Japan that developed around the castle of a feudal lord,
城郭,じょうかく,castle / citadel / fortress,
城主,じょうしゅ,lord of a castle,
城壁,じょうへき,castle wall / town walls / defensive wall,
場違い,ばちがい,out-of-place / inappropriate / sticking out like a sore thumb,
場内,じょうない,in-house / (on) the grounds / (in) the premises,
場末,ばすえ,outskirts (of a town) / run-down district,
常軌,じょうき,normal course (of action) / proper course / regular way,
常時,じょうじ,usually / ordinarily / always,
常習,じょうしゅう,custom / common practice / habit,
常設,じょうせつ,standing (committee) / permanent (exhibit),
常駐,じょうちゅう,permanent stationing / staying permanently,
常任,じょうにん,standing / regular / permanent,
常務,じょうむ,managing director / executive director,
常用,じょうよう,habitual use / daily use,
常用漢字,じょうようかんじ,"jōyō kanji / kanji for common use / list of 2,136 kanji designated for common use (introduced in 1981, revised in 2010)",
常緑,じょうりょく,evergreen,
常連,じょうれん,regular customer / regular patron / regular visitor,
情愛,じょうあい,affection / love,
情感,じょうかん,feeling / sensitivity / emotion,
情景,じょうけい,spectacle / sight / scene,
情事,じょうじ,love affair / liaison,
情念,じょうねん,sentiments / passions,
条件付き,じょうけんつき,conditional / qualified / with conditions attached,
条項,じょうこう,clause / article / stipulations,
条文,じょうぶん,"text (of a law, treaty, contract, etc.) / provisions",
条理,じょうり,reason,
条例,じょうれい,regulations / rules,
浄化,じょうか,purification,
浄水,じょうすい,clean water / purified water,
浄土,じょうど,Pure Land Buddhism,
浄瑠璃,じょうるり,jōruri / type of dramatic recitation accompanied by a shamisen (associated with Japanese puppet theater),
譲渡,じょうと,transfer / assignment / conveyance,
醸成,じょうせい,brewing / fermenting,
醸造,じょうぞう,brewing,
錠剤,じょうざい,pill / lozenge / tablet,
嘱託,しょくたく,commission / entrusting with (work),
嘱望,しょくぼう,having great hopes for (someone's future) / expecting much of / pinning one's hopes on,
飾り気,かざりけ,affectation / showiness / pretence,
植樹,しょくじゅ,tree-planting,
植物園,しょくぶつえん,botanical garden,
植民,しょくみん,colonization / colonisation,
植木鉢,うえきばち,flowerpot / plant pot,
植林,しょくりん,afforestation,
織機,しょっき,loom / weaving machine,
職権,しょっけん,one's (official) authority / ex-officio authority / power,
職能,しょくのう,occupational ability,
職歴,しょくれき,work experience / work history,
色鉛筆,いろえんぴつ,colored pencil / coloured pencil,
色気,いろけ,colouring / coloring / shade of colour (color),
色合い,いろあい,colouring / coloring / shade (of colour),
色刷り,いろずり,colour printing / color printing,
色紙,しきし,"square fancy cardboard, used for autographs, poetry, etc.",
色素,しきそ,pigment / coloring / colouring,
色調,しきちょう,color tone / colour tone,
色直し,いろなおし,changing one's clothing (of a bride or groom during a wedding reception),
色分け,いろわけ,classification by colour / sorting by color / color-coding,
触覚,しょっかく,sense of touch,
触手,しょくしゅ,touching (with one's hand) / feeling / sensing,
触発,しょくはつ,detonation by contact / contact detonation,
食い違い,くいちがい,difference / disagreement / conflict,
食い逃げ,くいにげ,leaving a restaurant without paying / dine and dash / bilking,
食べ過ぎ,たべすぎ,overeating,
食べ残し,たべのこし,leftovers / half-eaten food / leftover food,
食パン,しょくぱん,(loaf of) bread / bread in a rectangular shape,
食管法,しょっかんほう,law governing food quality,
食券,しょっけん,meal ticket,
食後,しょくご,after a meal,
食指,しょくし,index finger / forefinger,
食生活,しょくせいかつ,eating habits / diet / dietary pattern,
食前,しょくぜん,before meals,
食通,しょくつう,gourmandism,
食肉,しょくにく,meat (for consumption),
食費,しょくひ,food expenses / money for food / charge for board,
食用,しょくよう,for use as food / edible,
伸し,のし,stretching,
