word,reading,meaning,level
多湿,たしつ,높은 습도,
多種,たしゅ,여러 종류,
多種多様,たしゅたよう,다양한 종류,
多重,たじゅう,복수의,
多数,たすう,많은 수,
多勢,たぜい,대량,
多大,ただい,거대한,
多難,たなん,곤란이 많은,
多年,たねん,오랜 세월,
多年草,たねんそう,다년생 식물,
多弁,たべん,수다,
多面,ためん,다방면의,
多目的,たもくてき,다목적의,
多様化,たようか,다각화,
多様性,たようせい,다양성,
多用,たよう,바쁨,
多量,たりょう,대량,
太っ腹,ふとっぱら,관대한,
太古,たいこ,고대,
太もも,ふともも,넓적다리,
太鼓判,たいこばん,대인장,
太字,ふとじ,굵은 글씨,
太刀,たち,장도,
太刀打ち,たちうち,검 교차,
太平洋,たいへいよう,태평양,
堕落,だらく,타락,
惰性,だせい,습관의 힘,
打ち込み,うちこみ,운전,
打ち上げ,うちあげ,발사(로켓 등),
打つ手,うつて,방법,
打楽器,だがっき,타악기,
打算的,ださんてき,계산,
打診,だしん,의도 탐색,
打倒,だとう,전복,
打破,だは,분해,
打撲,だぼく,타격,
駄菓子,だがし,페니 사탕,
体育館,たいいくかん,체육관,
体液,たいえき,체액,
体温計,たいおんけい,임상용 온도계,
体外,たいがい,체외발생,
体感,たいかん,신체 감각,
体型,たいけい,모습,
体系的,たいけいてき,체계적인,
体現,たいげん,의인화,
体質,たいしつ,체질,
体臭,たいしゅう,체취,
体調,たいちょう,신체 상태,
体長,たいちょう,길이(동물),
体得,たいとく,숙달,
体内,たいない,체내,
体罰,たいばつ,체벌,
体つき,からだつき,체격,
体面,たいめん,명예,
堆積,たいせき,축적,
堆肥,たいひ,퇴비,
対案,たいあん,대안 제안,
対外,たいがい,외부,
対岸,たいがん,반대편 해안,
対向,たいこう,대응,
対称,たいしょう,대칭,
対戦,たいせん,대항,
対訳,たいやく,원문과 번역 병기,
対峙,たいじ,마주 서 있음,
耐火,たいか,내화성,
耐久,たいきゅう,인내,
耐震,たいしん,내진성,
耐熱,たいねつ,내열성,
待ちぼうけ,まちぼうけ,헛기다림,
待ち伏せ,まちぶせ,매복,
待機,たいき,대기,
怠け者,なまけもの,게으른 사람,
怠惰,たいだ,게으름,
戴冠式,たいかんしき,대관식,
替え,かえ,대리,
替え玉,かえだま,대역,
滞り,とどこおり,정체,
胎教,たいきょう,태내 영향,
胎児,たいじ,태아,
胎動,たいどう,태동,
胎内,たいない,자궁 내,
袋小路,ふくろこうじ,막다른 골목,
貸付,かしつけ,대출,
貸借,たいしゃく,대출,
貸し倒れ,かしだおれ,부실 채권,
貸与,たいよ,대출,
引き時,ひきどき,그만둘 좋은 시기,
退位,たいい,퇴위,
退会,たいかい,탈퇴,
退官,たいかん,퇴임,
退却,たいきゃく,후퇴,
退去,たいきょ,출발,
退散,たいさん,해산,
退社,たいしゃ,사직,
退出,たいしゅつ,퇴장,
退陣,たいじん,사직,
退任,たいにん,은퇴,
退避,たいひ,피난,
隊員,たいいん,군대,
隊長,たいちょう,지휘관,
代案,だいあん,대체 계획,
代価,だいか,가격,
代議,だいぎ,대표 회의 참석,
代議士,だいぎし,의원,
代行,だいこう,대리 수행,
代執行,だいしっこう,대리 집행,
代謝,たいしゃ,신진대사,
代書,だいしょ,대필자,
代償,だいしょう,보상,
代人,だいにん,대리,
代走,だいそう,대리,
代打,だいだ,대리 수행,
代読,だいどく,대독,
代筆,だいひつ,대필,
代表作,だいひょうさく,대표작,
代表的,だいひょうてき,대표자,
代物,しろもの,기사,
代役,だいやく,대역 배우,
代理人,だいりにん,대리인,
代理店,だいりてん,대행사,
台形,だいけい,마름모꼴,
台座,だいざ,받침대,
台紙,だいし,뒷배경지,
台車,だいしゃ,플랫폼 트럭,
台場,だいば,요새,
台地,だいち,고원,
台帳,だいちょう,회계장부,
台頭,たいとう,발흥,
台湾,たいわん,대만,
大々的,だいだいてき,위대한,
大きな,おおきな,큰,
大きさ,おおきさ,크기,
大まか,おおまか,대략,
大安,たいあん,길운일,
大宇宙,だいうちゅう,거시우주,
大雨,おおあめ,호우,
大奥,おおおく,내전(에도성),
大王,だいおう,대왕,
大家族,だいかぞく,대가족,
大火,たいか,대화재,
大晦日,おおみそか,제야,
大海,たいかい,대양,
大掛かり,おおがかり,대규모,
大企業,だいきぎょう,대기업,
大喜び,おおよろこび,큰 기쁨,
大規模,だいきぼ,대규모,
大義名分,たいぎめいぶん,정당한 이유,
大急ぎ,おおいそぎ,큰 서두름,
大漁,たいりょう,대어,
大仰,おおぎょう,과장된,
大局,たいきょく,전반 상황,
大群,たいぐん,대군중,
大型,おおがた,큰,
大嫌い,だいきらい,미움,
大公,たいこう,대공,
大黒柱,だいこくばしら,중심 기둥,
大根,だいこん,무(큰 무 종류),
大差,たいさ,큰 차이,
大祭,たいさい,대제전,
大作,たいさく,대규모 작업,
大司教,だいしきょう,대주교,
大志,たいし,야망,
大枝,おおえだ,큰 가지,
大字,おおあざ,큰 마을 구역,
大手,おおて,주요 기업,
大樹,たいじゅ,큰 나무,
大勝,たいしょう,대승리,
大笑い,おおわらい,큰 웃음,
大賞,たいしょう,큰 상,
大成功,だいせいこう,대성공,
大盛り,おおもり,대접시,
大声,おおごえ,큰 목소리,
大西洋,たいせいよう,대서양,
大昔,おおむかし,고대,
大雪,おおゆき,폭설,
大全,たいぜん,완전 수집,
大掃除,おおそうじ,대청소,
大相撲,おおずもう,프로 스모,
大騒ぎ,おおさわぎ,소란,
大蔵,おおくら,재무부,
大多数,だいたすう,대다수,
大隊,だいたい,대대,
大男,おおおとこ,큰 사람,
大地,だいち,땅,
大敵,たいてき,강적,
大都市,だいとし,대도시,
大豆,だいず,대두,
大徳,だいとく,대덕,
大入り,おおいり,대참석,
大波,おおなみ,큰 파도,
大麦,おおむぎ,보리,
大仏,だいぶつ,대불상,
大物,おおもの,중요 인물,
大文字,おおもじ,대문자,
大別,たいべつ,일반 분류,
大砲,たいほう,대포,
大麻,たいま,삼,
大理石,だいりせき,대리석,
大陸棚,たいりくだな,대륙붕,
大粒,おおつぶ,큰 물방울,
大量,たいりょう,대량,
第一,だいいち,첫 번째,
第一人者,だいいちにんしゃ,지도자,
第一歩,だいいっぽ,첫걸음,
第三者,だいさんしゃ,제3자,
第二,だいに,초,
醍醐味,だいごみ,진정한 즐거움,
題材,だいざい,주제,
題目,だいもく,제목,
滝口,たきぐち,폭포 꼭대기,
滝川,たきがわ,급류,
卓越,たくえつ,탁월함,
卓球,たっきゅう,탁구,
卓上,たくじょう,책상 위,
卓抜,たくばつ,우수성,
宅地,たくち,건축 부지,
宅配,たくはい,가정 배달,
宅配便,たくはいびん,특급 가정 배달,
托鉢,たくはつ,종교적 탁발,
択一,たくいつ,선택,
拓殖,たくしょく,식민지화,
拓本,たくほん,문지르기,
沢庵,たくあん,단무지,
託児所,たくじしょ,탁아소,
託宣,たくせん,신탁,
濁り,にごり,흙탕물,
濁流,だくりゅう,흙탕 개울,
諾否,だくひ,동의 또는 거부,
叩き,たたき,강도,
達人,たつじん,주인,
達磨,だるま,달마,
奪回,だっかい,회복,
奪還,だっかん,재탈환,
奪取,だっしゅ,강탈,
脱却,だっきゃく,벗어남,
脱色,だっしょく,탈색,
脱水,だっすい,탈수,
脱税,だつぜい,탈세,
脱皮,だっぴ,자유로워짐,
脱帽,だつぼう,모자 벗음,
脱毛,だつもう,탈모,
脱落,だつらく,중퇴,
棚上げ,たなあげ,보류,
谷間,たにま,계곡,
谷川,たにがわ,산골짜기,
谷底,たにぞこ,계곡 바닥,
丹精,たんせい,열심히 일함,
丹念,たんねん,공들임,
単なる,たんなる,단순함,
単価,たんか,단가,
単行本,たんこうぼん,단행본,
単純化,たんじゅんか,단순화,
単色,たんしょく,단색,
単身,たんしん,혼자,
単身赴任,たんしんふにん,사내 전근,
単線,たんせん,단선 철도,
単体,たんたい,단순 물질,
単発,たんぱつ,한 발씩 발사,
単複,たんぷく,단순함과 복잡함,
嘆き,なげき,슬픔,
嘆願,たんがん,간청,
嘆息,たんそく,한숨,
担当者,たんとうしゃ,담당자,
担任,たんにん,담당(특히 과목),
担保,たんぽ,보안,
探求,たんきゅう,검색,
探究,たんきゅう,연구,
探検隊,たんけんたい,탐사대,
探鉱,たんこう,광물 탐사,
探査,たんさ,탐침,
探索,たんさく,검색,
探知,たんち,탐지,
探知機,たんちき,탐지기,
探偵,たんてい,탐정,
探訪,たんぼう,수색,
淡紅色,たんこうしょく,분홍색,
炭化,たんか,탄화,
炭酸,たんさん,탄산수,
炭水化物,たんすいかぶつ,탄수화물,
短期大学,たんきだいがく,전문대학,
短距離,たんきょり,단거리,
短冊,たんざく,단자쿠(짧은 시),
短詩,たんし,단시,
短時間,たんじかん,짧은 시간,
短銃,たんじゅう,권총,
短刀,たんとう,단검,
短命,たんめい,단명,
短絡,たんらく,비논리적 도약,
端緒,たんしょ,시작,
端数,はすう,분수,
端正,たんせい,잘생긴,
端的,たんてき,솔직한,
端末,たんまつ,정보 접근 기기,
端役,はやく,조연,
胆汁,たんじゅう,담즙,
胆石,たんせき,담석,
タンパク質,たんぱくしつ,단백질,
鍛錬,たんれん,담금질,
団員,だんいん,그룹 구성원,
団栗,どんぐり,도토리,
団子,だんご,구형 물체,
団長,だんちょう,그룹 리더,
弾み,はずみ,튀다,
弾圧,だんあつ,억압,
弾劾,だんがい,탄핵,
弾丸,だんがん,탄환,
弾痕,だんこん,탄환 구멍,
弾性,だんせい,탄력성,
弾頭,だんとう,탄두,
弾道,だんどう,탄도,
弾薬,だんやく,탄약,
断崖,だんがい,벼랑,
断行,だんこう,결단력 있는 행동,
断罪,だんざい,판결(범죄),
断食,だんじき,단식,
断絶,だんぜつ,멸종,
断層,だんそう,틈,
断続,だんぞく,간헐적,
断腸,だんちょう,실연,
断念,だんねん,포기,
断片,だんぺん,조각,
断末魔,だんまつま,임종,
暖冬,だんとう,온화한 겨울,
暖流,だんりゅう,온류,
暖簾,のれん,짧은 가게 커튼,
暖炉,だんろ,벽난로,
段ボール,だんぼーる,골판지,
段違い,だんちがい,극단적 차이,
段取り,だんどり,프로그램,
段落,だんらく,단락,
男泣き,おとこなき,남자의 울음,
男爵,だんしゃく,남작,
男女,だんじょ,남녀,
男女同権,だんじょどうけん,남녀평등권,
男前,おとこまえ,잘생긴 남자,
男装,だんそう,남장,
男尊女卑,だんそんじょひ,남성우월,
男優,だんゆう,남자 배우,
談義,だんぎ,비공식 토론,
談合,だんごう,입찰 담합,
談笑,だんしょう,친근한 대화,
談話,だんわ,이야기,
知らん顔,しらんかお,모르는 척함,
知覚,ちかく,지각,
知見,ちけん,지식,
知己,ちき,지인,
知名,ちめい,잘 알려진,
知力,ちりょく,지적 능력,
地下室,ちかしつ,지하 저장고,
地下道,ちかどう,지하 터널,
地価,ちか,토지 가격,
地殻,ちかく,지각,
地殻変動,ちかくへんどう,격변,
地すべり,じすべり,산사태,
地球儀,ちきゅうぎ,지구본,
地検,ちけん,지방검찰청,
地裁,ちさい,지방법원,
地誌,ちし,지형학,
地質学,ちしつがく,지질학,
地酒,じざけ,지역 사케,
地所,じしょ,재산,
地上,ちじょう,지상,
地震学,じしんがく,지진학,
地勢,ちせい,지형학,
地層,ちそう,지층,
地蔵,じぞう,지장보살,
地代,ちだい,토지 임대료,
地道,じみち,안정된,
地肌,じはだ,질감,
地平,ちへい,평지,
地雷,じらい,지뢰,
恥辱,ちじょく,불명예,
痴漢,ちかん,성추행범,
痴呆,ちほう,치매,
稚魚,ちぎょ,치어,
稚拙,ちせつ,서투른,
置き場,おきば,물건 놓는 곳,
致死,ちし,치명적인,
致死量,ちしりょう,치사량,
致命,ちめい,치명적인,
致命傷,ちめいしょう,치명상,
致命的,ちめいてき,치명적인,
蜘蛛,くも,거미,
遅延,ちえん,지연,
遅咲き,おそざき,늦게 피는,
遅滞,ちたい,지연,
遅配,ちはい,지연,
築山,つきやま,인공 언덕,
竹細工,たけざいく,대나무 공예,
竹刀,しない,대나무 검,
竹馬,たけうま,목발,
竹林,ちくりん,대나무 숲,
蓄音機,ちくおんき,축음기,
蓄財,ちくざい,부의 축적,
蓄電池,ちくでんち,축전지,
窒素,ちっそ,질소,
茶屋,ちゃや,찻집,
茶会,ちゃかい,다과회,
茶褐色,ちゃかっしょく,짙은 적갈색,
茶室,ちゃしつ,찻집,
茶道,さどう,다도,
茶番,ちゃばん,익살극,
嫡子,ちゃくし,상속인,
着衣,ちゃくい,입고 있는 옷,
着実,ちゃくじつ,안정된,
着信,ちゃくしん,도착,
着心地,きごこち,착용감,
着想,ちゃくそう,수정,
着任,ちゃくにん,신임 취임,
着服,ちゃくふく,횡령,
着用,ちゃくよう,착용,
中位,ちゅうい,매체,
中欧,ちゅうおう,중부 유럽,
中華,ちゅうか,중국,
中華街,ちゅうかがい,차이나타운,
中華民国,ちゅうかみんこく,중화민국,
中華料理,ちゅうかりょうり,중국 요리,
中垣,なかがき,중간 울타리,
中学生,ちゅうがくせい,중학생,
中期,ちゅうき,중기,
中規模,ちゅうきぼ,중간 범위,
中級,ちゅうきゅう,중급 수준,
中距離,ちゅうきょり,중거리(경주),
中京,ちゅうきょう,나고야(도시),
中共,ちゅうきょう,중국 공산당,
中興,ちゅうこう,복원,
中空,ちゅうくう,속이 빈,
中型,ちゅうがた,중간 크기,
中継ぎ,なかつぎ,가입,
中堅,ちゅうけん,핵,
中元,ちゅうげん,음력 7월 15일,
中原,ちゅうげん,들판 한가운데,
中古車,ちゅうこしゃ,중고차,
中古品,ちゅうこひん,중고품,
中国,ちゅうごく,중국,
中国語,ちゅうごくご,중국어,
中国人,ちゅうごくじん,중국인,
中座,ちゅうざ,자리 이탈,
中耳,ちゅうじ,중이염,
中軸,ちゅうじく,축,
中小,ちゅうしょう,중소,
中震,ちゅうしん,중간 규모 지진,
中絶,ちゅうぜつ,낙태,
中前,ちゅうぜん,중앙 전방,
中退,ちゅうたい,중도 퇴학,
中隊,ちゅうたい,회사,
中段,ちゅうだん,경사나 계단 중간,
中庭,なかにわ,마당,
中途半端,ちゅうとはんぱ,중간,
中島,なかじま,연못이나 강의 섬,
中東,ちゅうとう,중동,
中等,ちゅうとう,2학년,
中道,ちゅうどう,중앙 도로,
中南米,ちゅうなんべい,중남미,
中二階,ちゅうにかい,중이층,
中肉,ちゅうにく,중간 체격,
中日,ちゅうにち,중일,
中波,ちゅうは,중파,
中盤,ちゅうばん,중기 단계,
中部,ちゅうぶ,중앙,
中幕,なかまく,중간 막,
中葉,ちゅうよう,시대 중반,
中略,ちゅうりゃく,중간 부분 생략,
中流,ちゅうりゅう,강 한가운데,
仲介,ちゅうかい,대행사,
仲間入り,なかまいり,가입,
仲居,なかい,여관 접대원,
仲裁,ちゅうさい,중재,
中値,なかね,중간 가격,
仲買,なかがい,중개 수수료,
仲買人,なかがいにん,중개인,
仲立ち,なかだち,중재,
忠義,ちゅうぎ,충성,
忠孝,ちゅうこう,충성과 효도,
忠誠,ちゅうせい,충성,
抽出,ちゅうしゅつ,추출,
抽象的,ちゅうしょうてき,추상,
昼下がり,ひるさがり,초저녁,
昼過ぎ,ひるすぎ,정오 직후,
昼前,ひるまえ,아침,
昼夜,ちゅうや,밤낮,
注釈,ちゅうしゃく,노트,
注入,ちゅうにゅう,쏟아짐,
衷心,ちゅうしん,속마음,
酎ハイ,ちゅーはい,츄하이(술),
鋳型,いがた,곰팡이,
鋳造,ちゅうぞう,주조,
鋳物,いもの,주조,
駐在,ちゅうざい,거주지,
駐日,ちゅうにち,주재 외국인,
駐留,ちゅうりゅう,주둔,
猪口,ちょこ,술잔,
著作,ちょさく,저술,
著作権,ちょさくけん,저작권,
著述,ちょじゅつ,글쓰기,
貯水,ちょすい,저수,
貯水池,ちょすいち,저수지,
丁重,ていちょう,공손함,
丁目,ちょうめ,구역,
帳消し,ちょうけし,채무 탕감,
帳簿,ちょうぼ,회계장부,
庁舎,ちょうしゃ,관청 건물,
弔い合戦,とむらいがっせん,원한 갚기 싸움,
弔辞,ちょうじ,추도사,
弔電,ちょうでん,조의 전보,
弔問,ちょうもん,조문 방문,
張り込み,はりこみ,잠복,
張り出し,はりだし,돌출부,
彫金,ちょうきん,추격,
彫塑,ちょうそ,조각,
彫像,ちょうぞう,조각상,
徴税,ちょうぜい,징수,
徴兵,ちょうへい,징병,
徴用,ちょうよう,제도,
懲戒,ちょうかい,훈육,
懲罰,ちょうばつ,훈육,
懲役,ちょうえき,노역형,
挑発,ちょうはつ,도발,
挑発的,ちょうはつてき,도발적인,
朝刊,ちょうかん,아침 신문,
朝顔,あさがお,나팔꽃,
朝市,あさいち,아침 시장,
朝焼け,あさやけ,아침 노을,
朝食,ちょうしょく,아침 식사,
朝鮮,ちょうせん,한국,
朝廷,ちょうてい,황실,
朝日,あさひ,아침 해,
朝晩,あさばん,아침저녁,
朝方,あさがた,이른 아침,
朝霧,あさぎり,아침 안개,
朝夕,あさゆう,아침저녁,
朝令暮改,ちょうれいぼかい,불확실한 행동,
朝礼,ちょうれい,아침 조회,
潮時,しおどき,조시,
潮風,しおかぜ,해풍,
潮流,ちょうりゅう,조수,
町家,まちや,마치야,
町会,ちょうかい,읍의회,
町外れ,まちはずれ,교외,
町村,ちょうそん,읍면,
町長,ちょうちょう,읍장,
町内,ちょうない,이웃,
町民,ちょうみん,읍민,
眺望,ちょうぼう,전망,
聴取,ちょうしゅ,청취,
聴衆,ちょうしゅう,청중,
聴聞会,ちょうもんかい,청문회,
聴力,ちょうりょく,청력,
調合,ちょうごう,혼합,
調剤,ちょうざい,조제,
調書,ちょうしょ,의전,
調製,ちょうせい,제작,
調達,ちょうたつ,공급,
調度,ちょうど,가정용품,
調律,ちょうりつ,조율,
超越,ちょうえつ,초월,
超音速,ちょうおんそく,초음속,
超自然,ちょうしぜん,신비로운,
超人,ちょうじん,슈퍼맨,
超特急,ちょうとっきゅう,초특급,
超能力,ちょうのうりょく,초감각적 지각,
跳ね,はね,도약,
跳躍,ちょうやく,점프,
銚子,ちょうし,사케 주전자,
長い間,ながいあいだ,오랜 시간,
長さ,ながさ,길이,
長椅子,ながいす,소파,
長期的,ちょうきてき,장기적인,
長久,ちょうきゅう,영속성,
長居,ながい,장기 방문,
長距離,ちょうきょり,장거리,
長持ち,ながもち,오래 지속됨,
長時間,ちょうじかん,오랜 시간,
長者,ちょうじゃ,백만장자,
長蛇の列,ちょうだのれつ,긴 줄,
長寿,ちょうじゅ,장수,
長続き,ながつづき,오래 지속됨,
長袖,ながそで,긴 소매,
長年,ながねん,오랜 세월,
長老,ちょうろう,연장자,
長話,ながばなし,긴 이야기,
頂戴,ちょうだい,받음,
鳥肌,とりはだ,소름,
鳥類,ちょうるい,새들,
直ぐ,すぐ,즉시,
すぐ側,すぐそば,바로 옆,
直し,なおし,수정,
直営,ちょくえい,직접 관리,
直下,ちょっか,바로 아래,
値下がり,ねさがり,가격 하락,
直轄,ちょっかつ,직접 통제,
直系,ちょっけい,직계 후손,
直撃,ちょくげき,직격,
直結,ちょっけつ,직접 연결,
直言,ちょくげん,솔직한 말,
直航,ちょっこう,직항,
直行,ちょっこう,곧장 감,
直視,ちょくし,직시함,
直射,ちょくしゃ,직사 화력,
直進,ちょくしん,곧장 감,
直接税,ちょくせつぜい,직접세,
直接的,ちょくせつてき,직접적인,
直訴,じきそ,직접 호소,
直送,ちょくそう,직접 배달,
地下足袋,じかたび,일용 발,
直属,ちょくぞく,직접 통제,
直談判,じかだんぱん,직접 회담,
直売,ちょくばい,직판,
直筆,じきひつ,자필,
直訳,ちょくやく,직역,
直立,ちょくりつ,똑바로 섬,
直列,ちょくれつ,직렬,
沈下,ちんか,가라앉음,
沈降,ちんこう,침전,
沈静,ちんせい,정착,
沈滞,ちんたい,정체,
沈着,ちんちゃく,침착,
沈痛,ちんつう,무덤,
珍重,ちんちょう,상,
珍品,ちんぴん,골동품,
珍味,ちんみ,진미,
賃借,ちんしゃく,임대,
賃上げ,ちんあげ,임금 인상,
賃貸,ちんたい,임대(내줌),
鎮圧,ちんあつ,진압,
鎮火,ちんか,소화,
鎮魂,ちんこん,영혼의 안식,
鎮座,ちんざ,봉안,
鎮守,ちんじゅ,향토 신,
鎮静,ちんせい,진정,
鎮痛剤,ちんつうざい,진통제,
陳謝,ちんしゃ,사과,
陳述,ちんじゅつ,진술,
陳情,ちんじょう,탄원,
陳腐,ちんぷ,신선하지 않은,
椎茸,しいたけ,표고버섯,
追い越し,おいこし,통과,
追い込み,おいこみ,최종 단계,
追い討ち,おいうち,도주 적 추격,
追っ手,おって,추격자,
追憶,ついおく,회상,
追加料金,ついかりょうきん,추가 요금,
追求,ついきゅう,추구,
追究,ついきゅう,철저한 조사,
追撃,ついげき,도주 적 추격,
追伸,ついしん,후기,
追随,ついずい,뒤따름,
追善,ついぜん,영혼을 위한 미사,
追想,ついそう,회상,
追徴,ついちょう,추가 요금,
追悼,ついとう,애도,
追突,ついとつ,추돌 사고,
追認,ついにん,비준,
痛快,つうかい,기분 좋은,
痛恨,つうこん,깊은 후회,
痛手,いたで,심한 상처,
痛烈,つうれつ,심한,
通り,とおり,거리,
通りすがり,とおりすがり,지나감,
通り道,とおりみち,통로,
通り魔,とおりま,무작위 공격자,
通院,つういん,정기 치료를 위해 병원 방문,
通関,つうかん,통관,
通気,つうき,환기,
通行止め,つうこうどめ,도로 폐쇄,
通告,つうこく,발표,
通算,つうさん,총계,
通商,つうしょう,상업,
通称,つうしょう,통용명,
通信員,つうしんいん,특파원,
通信衛星,つうしんえいせい,통신 위성,
通信販売,つうしんはんばい,우편 배달 온라인 쇼핑,
通信網,つうしんもう,통신망,
通説,つうせつ,지배적 견해,
通俗,つうぞく,인기 있는,
通達,つうたつ,통지,
通念,つうねん,공통 생각,
通風,つうふう,환기,
通報,つうほう,보고,
通夜,つや,시신 밤샘 지킴,
通例,つうれい,관습,
通話,つうわ,전화 통화,
佃煮,つくだに,간장 조림 저장 식품,
つま先,つまさき,발가락,
爪楊枝,つまようじ,이쑤시개,
亭主,ていしゅ,가구주,
低圧,ていあつ,저기압,
低位,ていい,하위 위치,
低価格,ていかかく,저가,
低学年,ていがくねん,초등 저학년,
低額,ていがく,소액,
低気圧,ていきあつ,성격 급함,
低空,ていくう,저고도,
低空飛行,ていくうひこう,저고도 비행,
低血圧,ていけつあつ,저혈압,
低減,ていげん,감소,
低周波,ていしゅうは,저주파,
低水準,ていすいじゅん,기준 이하,
低速,ていそく,저속,
低俗,ていぞく,저속한,
低地,ていち,우울증,
低調,ていちょう,비활동적인,
低迷,ていめい,낮게 드리운(구름),
低木,ていぼく,관목,
低落,ていらく,하락,
低利,ていり,저금리,
低率,ていりつ,저율,
低廉,ていれん,싸다,
停学,ていがく,학교 정학,
停職,ていしょく,직무 정지,
停戦,ていせん,휴전,
停船,ていせん,선박 정지,
停泊,ていはく,정박지,
偵察,ていさつ,정찰,
定か,さだか,명확한,
定額,ていがく,고정액,
定款,ていかん,정관,
定刻,ていこく,지정 시간,
定時,ていじ,정해진 시간,
定時制,ていじせい,야간 학습,
定式,ていしき,공식,
定住,ていじゅう,결산,
定職,ていしょく,직업 분야,
定数,ていすう,정해진 수,
定石,じょうせき,표준 관행,
定説,ていせつ,확립된 이론,
定足数,ていそくすう,정족수,
定着,ていちゃく,고착,
定評,ていひょう,확립된 명성,
定本,ていほん,개정판,
定量,ていりょう,정량,
定例,ていれい,정규의,
帝王,ていおう,주권자,
帝国,ていこく,제국,
帝国主義,ていこくしゅぎ,제국주의,
帝都,ていと,황도,
底値,そこね,최저가,
底抜け,そこぬけ,밑바닥 없는,
底力,そこぢから,숨은 힘,
庭園,ていえん,정원,
庭球,ていきゅう,테니스,
庭木,にわき,정원수,
弟子入り,でしいり,제자가 됨,
弟妹,ていまい,남매,
抵触,ていしょく,위반,
抵当,ていとう,주택 담보 대출,
抵当権,ていとうけん,주택 담보 대출,
提起,ていき,문제 제기,
提言,ていげん,제안,
提唱,ていしょう,옹호,
提訴,ていそ,사건 제시,
提灯,ちょうちん,종이 등,
提督,ていとく,제독,
締まり屋,しまりや,검소한 사람,
締結,ていけつ,결론,
締約,ていやく,조약 체결,
邸内,ていない,근거,
泥沼,どろぬま,늪,
泥水,どろみず,탁한 물,
泥酔,でいすい,만취,
泥炭,でいたん,이탄,
摘み,つまみ,손잡이,
摘出,てきしゅつ,선별,
摘発,てきはつ,노출,
敵意,てきい,적대감,
敵視,てきし,적대시,
敵前,てきぜん,적 앞에서,
敵対,てきたい,적대감,
敵役,かたきやく,악역,
的中,てきちゅう,명중,
笛吹き,ふえふき,피리 연주자,
適格,てきかく,적격의,
適合,てきごう,일치,
適材適所,てきざいてきしょ,적임자,
適正,てきせい,합리적인,
適任,てきにん,유능한,
適否,てきひ,적절성,
適法,てきほう,법률의,
適量,てきりょう,적정량,
適齢期,てきれいき,적령기,
哲学的,てつがくてき,철학적인,
哲人,てつじん,현자,
徹底的,てっていてき,철저한,
撤回,てっかい,철수,
撤去,てっきょ,제거,
撤収,てっしゅう,철거,
撤退,てったい,대피,
撤廃,てっぱい,무효화,
撤兵,てっぺい,군대 철수,
鉄筋,てっきん,철근,
鉄鉱,てっこう,철광석,
鉄骨,てっこつ,철골 구조,
鉄製,てっせい,철제,
鉄則,てっそく,철권 통치,
鉄板,てっぱん,철판,
鉄分,てつぶん,철분,
典型的,てんけいてき,전형적인,
典礼,てんれい,의식,
天王山,てんのうざん,전략적 요충지,
天下り,あまくだり,관료의 민간 이직,
天下一品,てんかいっぴん,비할 데 없는,
天気図,てんきず,기상도,
天狗,てんぐ,텐구(일본 요괴),
天空,てんくう,하늘,
天皇制,てんのうせい,천황제,
天皇陛下,てんのうへいか,천황 폐하,
天使,てんし,천사,
天守閣,てんしゅかく,성곽 망루,
天寿,てんじゅ,자연 수명,
天女,てんにょ,천녀,
天職,てんしょく,천직,
天性,てんせい,본성,
天然痘,てんねんとう,천연두,
天窓,てんまど,천창,
天台,てんだい,천태종,
天敵,てんてき,천적,
天動説,てんどうせつ,프톨레마이오스 이론,
天童,てんどう,케루빔,
天日,てんぴ,태양,
天文,てんもん,천문학,
天文学,てんもんがく,천문학,
天文台,てんもんだい,천문대,
天変地異,てんぺんちい,자연재해,
天辺,てっぺん,꼭대기,
天幕,てんまく,천장 장식 커튼,
天命,てんめい,신의 뜻,
天明,てんめい,새벽,
天覧,てんらん,황제 시찰,
天理,てんり,자연법칙,
天丼,てんどん,반복 개그,
展示会,てんじかい,전시회,
店子,たなこ,세입자,
店主,てんしゅ,가게 주인,
店先,みせさき,가게 앞면,
店長,てんちょう,점장,
店頭,てんとう,가게 정면,
店内,てんない,가게 내부,
店番,みせばん,가게 돌보기,
店舗,てんぽ,가게,
添加,てんか,추가,
添加物,てんかぶつ,첨가물,
添削,てんさく,수정,
添付,てんぷ,첨부,
貼付,ちょうふ,붙이기,
転嫁,てんか,비난,
転機,てんき,전환점,
転向,てんこう,전환,
転載,てんさい,재인쇄,
転写,てんしゃ,전사(복사),
転出,てんしゅつ,이사,
転職,てんしょく,직업 변경,
転身,てんしん,변화,
転送,てんそう,전달,
転入,てんにゅう,이주,
転売,てんばい,재판매,
転覆,てんぷく,전복,
転用,てんよう,우회,
点景,てんけい,추가 인물,
点呼,てんこ,출석 확인,
点在,てんざい,점재,
点字,てんじ,점자,
点取り,てんとり,성적 경쟁,
点滴,てんてき,빗방울,
点灯,てんとう,점등,
点滅,てんめつ,점멸,
伝家,でんか,가보,
伝奇,でんき,판타지 소설,
伝授,でんじゅ,지도,
伝承,でんしょう,전수,
伝送,でんそう,전송,
伝統的,でんとうてき,전통적인,
伝道,でんどう,선교 활동,
伝道師,でんどうし,복음 전도자,
伝播,でんぱ,전송,
伝票,でんぴょう,전표,
伝聞,でんぶん,전언,
伝法,でんぼう,불교 가르침,
伝令,でんれい,명령 전달,
