闘争,とうそう,fight / battle / combat,
働き,はたらき,work / labor / labour,
働き口,はたらきぐち,position / job / employment,
働き者,はたらきもの,hard worker / hardworking person,
働き盛り,はたらきざかり,prime of one's working life,
動き,うごき,movement / move / motion,
動員,どういん,mobilization / mobilisation,
動画,どうが,video (esp. digital) / video clip / clip,
動機,どうき,motive / incentive,
動議,どうぎ,"motion (i.e. proposal to a committee, etc.)",
動向,どうこう,trend / tendency / movement,
動作,どうさ,movement (of the body) / action / motion,
動植物,どうしょくぶつ,plants and animals / flora and fauna,
動態,どうたい,movement / dynamic state,
動的,どうてき,dynamic / kinetic,
動転,どうてん,disturbance of mind / losing one's head / being upset,
動物,どうぶつ,animal,
動物園,どうぶつえん,zoo / zoological gardens,
動脈,どうみゃく,arterial road / major route,
動脈硬化,どうみゃくこうか,"loss of flexibility (in thinking, systems, etc.) / inflexibility / institutional rigidity",
動揺,どうよう,shaking / trembling / pitching,
動乱,どうらん,disturbance / upheaval / unrest,
動力,どうりょく,power / motive power,
同い年,おないどし,the same age,
同じ,おなじ,same / identical / equal,
同位,どうい,the same rank / the same digit,
同意,どうい,agreement / consent / approval,
同一,どういつ,identical / same / one and the same,
同音,どうおん,(in) one voice / (speaking in) unison,
同化,どうか,assimilation / absorption,
同格,どうかく,the same rank / equality,
同感,どうかん,same feeling / same sentiment / same opinion,
同期,どうき,same period / corresponding period,
同義,どうぎ,same meaning / synonymy,
同義語,どうぎご,synonym,
同級,どうきゅう,the same grade / same class,
同級生,どうきゅうせい,classmate,
同居,どうきょ,living together / coexistence,
同郷,どうきょう,same village / same town / same province,
同業,どうぎょう,same trade / same business / same profession,
同局,どうきょく,"the said bureau (office, department, broadcasting station, channel, etc.)",
同系,どうけい,affiliated / akin,
同月,どうげつ,the same month,
同県,どうけん,the same prefecture,
同好,どうこう,similar tastes,
同校,どうこう,the same school,
同行,どうこう,accompanying (someone) / going with / travelling together,
同国,どうこく,same country / same province,
同根,どうこん,same root / same origin,
同罪,どうざい,same crime,
同志,どうし,like-mindedness / (being of the) same mind / shared sentiment,
同氏,どうし,the said person / he / she,
同時,どうじ,same time,
同時代,どうじだい,same age / same period,
同室,どうしつ,same room,
同質,どうしつ,same quality / same nature / homogeneous,
同社,どうしゃ,the same company / the said firm,
同種,どうしゅ,same kind / same sort / same species,
同省,どうしょう,the said ministry / the same ministry,
同上,どうじょう,same as above / ditto / ibid.,
同乗,どうじょう,riding together / riding with,
同情,どうじょう,sympathy / compassion / pity,
同色,どうしょく,same color / same colour,
同心,どうしん,concentricity,
同心円,どうしんえん,concentric circles,
同数,どうすう,same number,
同姓,どうせい,same surname,
同性,どうせい,same sex,
同性愛,どうせいあい,homosexuality / homosexual love,
同棲,どうせい,cohabitation (esp. of an unmarried couple) / living together,
同席,どうせき,"being present (at the same meeting, occasion, etc.) / attendance (with) / sitting with",
同船,どうせん,the same ship / taking the same ship,
同然,どうぜん,just like / (virtually) no different from / (almost) the same as,
同窓,どうそう,being a graduate of the same school / person who went to the same school / fellow alumnus,
同窓会,どうそうかい,alumni association / graduates' association / alumni meeting,
同族,どうぞく,"same family (race, tribe)",
同地,どうち,the same place / that place,
同町,どうちょう,the same town / that town,
同調,どうちょう,conformity / alignment / agreement,
同定,どうてい,identifying (something as being the same as something else) / identification (e.g. of a suspect),
同店,どうてん,the same store / the same shop,
同点,どうてん,same score / deadlock / tie,
同党,どうとう,same (political) party,
同等,どうとう,equality / equal / same rights,
同日,どうじつ,the same day,
同年,どうねん,that year / same year / same age,
同伴,どうはん,accompanying / being accompanied by / going with,
同伴者,どうはんしゃ,companion,
同病,どうびょう,the same sickness,
同封,どうふう,enclosing (e.g. with a letter),
同文,どうぶん,same text / same wording,
同朋,どうぼう,companions / fellows,
同門,どうもん,fellow student,
同夜,どうや,the same night / that night,
同僚,どうりょう,coworker / co-worker / colleague,
同類,どうるい,the same kind / accomplice / partner,
同列,どうれつ,same row / same line / same file,
導き,みちびき,guidance,
導火線,どうかせん,fuse,
導入,どうにゅう,introduction / bringing in / installation,
憧れ,あこがれ,yearning / longing / aspiration,
憧憬,どうけい,longing / yearning / aspiration,
洞窟,どうくつ,cave / cavern / grotto,
洞穴,ほらあな,cave / cavern / den,
洞察,どうさつ,discernment / insight,
童画,どうが,pictures drawn by child / pictures for children,
童顔,どうがん,child's face,
童子,どうじ,boy / kid / child,
童心,どうしん,child's mind / childlike innocence / naivete,
童謡,どうよう,children's song / nursery rhyme,
童話,どうわ,children's story / fairy tale,
胴上げ,どうあげ,tossing (someone) into the air (in celebration),
胴体,どうたい,trunk / torso / body,
道のり,みちのり,distance / journey / itinerary,
道化,どうけ,antics / buffoonery / clowning,
道楽,どうらく,pastime / hobby / favorite amusement,
道義,どうぎ,morality / moral principles,
道教,どうきょう,Taoism / Daoism,
道筋,みちすじ,path / route / itinerary,
道具,どうぐ,tool / implement / instrument,
道場,どうじょう,dojo / hall used for martial arts training,
道端,みちばた,roadside / wayside,
道徳,どうとく,morals / morality,
道標,どうひょう,guidepost / signpost,
道理,どうり,reason / logic / sense,
道連れ,みちづれ,fellow traveler / fellow traveller / travelling companion,
道路,どうろ,road / highway,
銅貨,どうか,copper coin,
銅山,どうざん,copper mine,
銅線,どうせん,copper line / copper wire,
銅像,どうぞう,bronze statue,
銅版画,どうはんが,copperplate engraving / etching,
銅鑼,どら,gong / tam-tam,
匿名,とくめい,anonymity / using an assumed name,
得意,とくい,satisfaction / pride / triumph,
得意先,とくいさき,(regular) customer / client / patron,
得策,とくさく,good policy / wise policy / best plan,
得点,とくてん,scoring / score / points made,
得票,とくひょう,number of votes polled / poll votes,
徳利,とっくり,"sake bottle / tall and slender bottle with a narrow mouth made from ceramic, metal or glass that can be used for sake, shoyu or rice vinegar",
特異,とくい,unique / peculiar / singular,
特記,とっき,special mention,
特技,とくぎ,special skill,
特急,とっきゅう,limited express (train for which a limited-express ticket is required),
特級,とっきゅう,high grade / special grade / classy,
特許,とっきょ,patent,
特許権,とっきょけん,patent rights,
特訓,とっくん,special training / intensive training / crash course,
特恵関税,とっけいかんぜい,preferential tariff / preferential duty,
特権,とっけん,privilege / special right,
特効薬,とっこうやく,specific medicine / wonder drug / silver bullet,
特攻隊,とっこうたい,special attack unit / kamikaze unit / suicide squad,
特撮,とくさつ,special effects / SFX,
特産,とくさん,being produced in a particular region / local specialty,
特使,とくし,special envoy,
特質,とくしつ,characteristic / feature / special quality,
特赦,とくしゃ,special pardon / (general) amnesty,
特殊,とくしゅ,special / particular / peculiar,
特殊撮影,とくしゅさつえい,special effects / SFX,
特殊法人,とくしゅほうじん,semigovernmental corporation,
特需,とくじゅ,emergency demands / special procurement (particularly in time of war),
特集,とくしゅう,feature (e.g. newspaper) / special edition / report,
特賞,とくしょう,special prize,
特色,とくしょく,characteristic / (distinctive) feature / peculiarity,
特性,とくせい,special characteristic / special quality / trait,
特製,とくせい,special make / deluxe,
特大,とくだい,extra-large / king-size,
特段,とくだん,exceptional / unusual / special,
特徴,とくちょう,feature / trait / characteristic,
特長,とくちょう,strong point / forte / merit,
特定,とくてい,specific / particular / designated,
特典,とくてん,privilege / special favor / special favour,
特派,とくは,send specially / special envoy,
特派員,とくはいん,(special) correspondent (e.g. for a newspaper),
特売,とくばい,special sale / bargain sale,
特筆,とくひつ,special mention,
特別,とくべつ,special / particular / extraordinary,
特命,とくめい,special directive / special order,
特約,とくやく,special contract / special agreement / rider (insurance),
特有,とくゆう,characteristic (of) / peculiar (to),
特例,とくれい,special case / exception,
督促,とくそく,urge / demand / importunity,
篤志家,とくしか,charitable person / philanthropist / volunteer,
毒殺,どくさつ,killing by poisoning / killing with poison / poisoning (to death),
毒性,どくせい,toxicity / virulence,
毒舌,どくぜつ,wicked tongue / sharp tongue / abusive language,
毒素,どくそ,toxin / poisonous substance,
毒物,どくぶつ,poisonous substance / toxic substance / poison,
毒薬,どくやく,poison,
独り言,ひとりごと,soliloquy / monologue / speaking to oneself,
一人相撲,ひとりずもう,fighting windmills / tilting at windmills,
独り立ち,ひとりだち,being independent / becoming independent,
独演,どくえん,solo / solo performance,
独学,どくがく,self-education / self-instruction / self-study,
独楽,こま,spinning top,
独居,どっきょ,living alone / solitude / solitary life,
独禁法,どっきんほう,antitrust law / Antitrust Act,
独裁,どくさい,dictatorship / despotism / autocracy,
独自,どくじ,original / unique / distinctive,
独唱,どくしょう,vocal solo,
独身,どくしん,unmarried / single,
独占,どくせん,monopoly / monopolization / exclusivity,
独善,どくぜん,self-righteousness / self-justified,
独創,どくそう,originality,
独創的,どくそうてき,creative / original,
独奏,どくそう,(instrumental) solo / recital,
独走,どくそう,running alone / running solo,
独断,どくだん,one's own judgement (judgment) / decision made without consulting others / arbitrary decision,
独特,どくとく,peculiarity / uniqueness / characteristic,
独房,どくぼう,single-person cell / isolation cell / solitary cell,
独立,どくりつ,independence / self-reliance / supporting oneself,
読み,よみ,reading,
読み手,よみて,reader (person),
読み書き,よみかき,reading and writing,
読み方,よみかた,pronunciation / reading (e.g. of a kanji),
読解,どっかい,reading comprehension,
読経,どきょう,sutra chanting,
読者,どくしゃ,reader,
読書,どくしょ,reading (books),
読破,どくは,reading through (a book) / finishing (a book),
読売,よみうり,"Yomiuri (newspaper, etc. group)",
突き,つき,thrust / stab / lunge,
突き当たり,つきあたり,"end (of a street, hallway, etc.)",
突っ込み,つっこみ,thrust / charge / penetration,
突貫,とっかん,charging (at the enemy) with a shout / rush,
突起,とっき,protuberance / projection / prominence,
突撃,とつげき,charge / rush / dash,
突出,とっしゅつ,projection / protrusion / jutting out,
突進,とっしん,rush / dash / charge,
突然,とつぜん,abrupt / sudden / unexpected,
突堤,とってい,jetty / breakwater / pier,
突入,とつにゅう,rushing into / breaking into / storming,
突破,とっぱ,breaking through / breakthrough / penetration,
突発,とっぱつ,outbreak / occurrence,
突風,とっぷう,gust (of wind) / blast,
届け出,とどけで,report / notification,
豚肉,ぶたにく,pork,
鈍化,どんか,becoming dull / slowing down,
鈍感,どんかん,thickheaded / insensitive / dull,
鈍間,のろま,blockhead / dunce / dimwit,
鈍器,どんき,blunt weapon,
鈍行,どんこう,local train / slow train,
内圧,ないあつ,internal pressure,
内縁,ないえん,de facto marriage / common-law marriage,
内科,ないか,internal medicine,
内科医,ないかい,physician / internist,
内閣,ないかく,cabinet (of a government) / ministry,
内気,うちき,shy / bashful / timid,
内規,ないき,private regulations / bylaws / internal rules,
内局,ないきょく,bureau in a ministry,
内勤,ないきん,office work / desk work / indoor work,
内径,ないけい,bore / inside diameter,
内向,ないこう,introversion,
内航,ないこう,coastwise service,
内国,ないこく,home country,
内在,ないざい,to be inherent (in) / to reside (in) / to be immanent (in),
内耳,ないじ,inner ear,
内実,ないじつ,the facts / the truth / the true state of affairs,
内需,ないじゅ,domestic demand,
内出血,ないしゅっけつ,internal bleeding / internal haemorrhage / internal hemorrhage,
内助,ないじょ,wife's help,
内省,ないせい,introspection / reflection on one's self,
内緒,ないしょ,secrecy / confidentiality / privacy,
内職,ないしょく,side job (outside of one's main employment) / side gig / side hustle,
内心,ないしん,inner thoughts / real intention / inmost heart,
内申,ないしん,unofficial report / confidential report,
内政,ないせい,domestic affairs / internal administration,
内戦,ないせん,civil war,
内線,ないせん,phone extension / indoor wiring / inner line,
内奏,ないそう,secret report to the emperor,
内装,ないそう,interior design / interior / upholstery,
内臓,ないぞう,internal organs / viscera,
内蔵,ないぞう,internal (e.g. disk) / built-in / equipped (with),
内側,うちがわ,inside / interior / inner part,
内諾,ないだく,informal consent / private consent,
内地,ないち,within the borders of a country / domestic soil,
内偵,ないてい,secret investigation / private enquiry / private inquiry,
内定,ないてい,tentative decision / unofficial offer (esp. job offer) / informal offer,
内弟子,うちでし,private pupil / apprentice,
内的,ないてき,inner / intrinsic / mental,
内部,ないぶ,interior / inside / internal,
内壁,ないへき,inner wall,
内包,ないほう,connotation / comprehension / intension,
内法,うちのり,inside measure,
内密,ないみつ,privacy / secrecy / confidentiality,
内務,ないむ,internal or domestic affairs,
内面,ないめん,inside / interior,
内訳,うちわけ,itemization (of expenses) / the items / breakdown,
内憂外患,ないゆうがいかん,troubles both at home and abroad,
内容,ないよう,contents / content / substance,
内乱,ないらん,civil war / insurrection / rebellion,
内裏,だいり,imperial palace,
内陸,ないりく,inland,
内輪,うちわ,"family circle / one's circle (of friends, co-workers, etc.) / one's fellows",
鍋物,なべもの,stew / food cooked in a pot,
馴鹿,となかい,reindeer (Rangifer tarandus),
縄跳び,なわとび,skipping rope / jump rope,
縄文,じょうもん,straw-rope pattern pressed into earthenware,
南アフリカ,みなみあふりか,South Africa,
南緯,なんい,southern latitude,
南欧,なんおう,Southern Europe,
南下,なんか,going south,
南海,なんかい,southern sea,
南寄り,なんより,southerly (wind) / from the south,
南極,なんきょく,South Pole,
南極海,なんきょくかい,Southern Ocean / Antarctic Ocean,
南口,みなみぐち,south entrance / south exit,
南郊,なんこう,southern suburbs,
南半球,みなみはんきゅう,southern hemisphere,
南蛮,なんばん,chili pepper,
南部,なんぶ,southern part / the south (of a region),
南風,なんぷう,south wind / southerly wind,
南米,なんべい,South America,
南方,なんぽう,the south / southward / southern direction,
南北,なんぼく,north and south / north to south,
南洋,なんよう,South Seas,
柔らか,やわらか,soft / tender / pliant,
軟化,なんか,softening,
軟式,なんしき,"soft (esp. of softball, tennis, etc.)",
軟弱,なんじゃく,weakness,
軟着陸,なんちゃくりく,soft landing,
軟派,なんぱ,seducer / smooth talker / ladies' man,
難易,なんい,(relative) difficulty,
難解,なんかい,difficult to understand / unintelligible / abstruse,
難関,なんかん,barrier / obstacle / difficulty,
難局,なんきょく,difficult situation,
難航,なんこう,difficult voyage / stormy passage / hard flight,
難産,なんざん,difficult delivery / difficult childbirth / dystocia,
難渋,なんじゅう,suffering / distress / difficulty,
難所,なんしょ,perilous pass (on a route or journey) / rough spot,
難色,なんしょく,disapproval / reluctance / unwillingness,
難題,なんだい,difficult problem / challenge,
難聴,なんちょう,"having poor reception (radio, etc.)",
難点,なんてん,fault / weakness / flaw,
難破,なんぱ,shipwreck,
難物,なんぶつ,hard problem / person hard to please / hard nut to crack,
難民,なんみん,refugee / displaced person,
難問,なんもん,perplexity / difficult question / difficult problem,
二つ返事,ふたつへんじ,immediate reply / quick answer / ready agreement,
二の次,にのつぎ,secondary / of secondary importance,
二の足,にのあし,second step,
二院,にいん,the two houses of legislature,
二回,にかい,twice,
二階,にかい,second floor / upstairs,
二割,にわり,20 percent,
二宮,にぐう,the Two Ise Shrines,
二元論,にげんろん,dualism,
二言,にごん,double-dealing / double tongue / going back on what one has said,
二号,にごう,number two,
二三,にさん,two or three,
二酸化炭素,にさんかたんそ,carbon dioxide / CO2,
二次,にじ,second,
二次会,にじかい,after-party / second party (of the night),
二次元,にじげん,two dimensions,
二次的,にじてき,secondary,
二者,にしゃ,two things / two persons,
二者択一,にしゃたくいつ,choosing between two things / two choices,
二手,ふたて,two groups / two bands,
二十世紀,にじっせいき,twentieth century,
二重,にじゅう,double / two-fold / two layers,
二重写し,にじゅううつし,double exposure,
二重奏,にじゅうそう,instrumental duet / instrumental duo,
二色,にしょく,two-color / two-colour / dichromatic,
二人とも,ふたりとも,both (people) / the two of them,
二人三脚,ににんさんきゃく,three-legged race,
二人連れ,ふたりづれ,party of two,
二世,にせい,"nisei / second-generation Japanese (or Korean, etc.) / person of Japanese parentage with non-Japanese citizenship",
二通り,ふたとおり,pair / two kinds / two ways,
二度,にど,two times / twice,
二番,にばん,second / number two / runner-up,
二百十日,にひゃくとおか,210th day (from the first day of spring according to the lunar calendar) / the storm day,
二百二十日,にひゃくはつか,220th day / end of the storm period,
二部,にぶ,two parts / two copies / the second part,
二分,にぶん,halving / dividing (into two parts) / bisection,
二本立て,にほんだて,double feature (movie),
二枚舌,にまいじた,double-dealing / duplicity / equivocation,
二枚目,にまいめ,handsome man,
二目,ふため,for a second time,
二葉,によう,two flat things,
二律背反,にりつはいはん,antinomy / self-contradiction / either-or situation,
二流,にりゅう,second-rate / inferior,
二輪車,にりんしゃ,two-wheeled vehicle,
尼僧,にそう,Buddhist nun,
賑やか,にぎやか,bustling / busy / crowded,
肉屋,にくや,butcher's shop / butcher / meat shop,
肉眼,にくがん,naked eye,
肉牛,にくぎゅう,beef cattle,
肉食,にくしょく,meat eating / eating of meat / meat diet,
肉親,にくしん,blood relationship / blood relative,
肉体,にくたい,the body / the flesh / the outer man,
肉薄,にくはく,"closing in on (the enemy, first place, etc.) / coming close to / pressing hard",
肉筆,にくひつ,one's own handwriting / autograph,
肉類,にくるい,(kinds of) meat,
日の丸,ひのまる,red or gold circle representing the Sun,
日の出,ひので,sunrise,
日の入り,ひのいり,sunset,
日陰,ひかげ,shade / shadow,
日課,にっか,daily routine / daily work / daily lesson,
日刊,にっかん,daily publication / daily issue,
日帰り,ひがえり,day trip,
日記,にっき,diary / journal,
日勤,にっきん,day shift / day duty / day work,
日系,にっけい,non-Japanese of Japanese descent / nikkeijin,
日経,にっけい,"Nikkei (newspaper, share index)",
日計,にっけい,daily account / daily expenses,
日光,にっこう,sunlight / sunshine / sunbeams,
日光浴,にっこうよく,sunbathing / basking in the sun,
日向,ひなた,sunny place / in the sun,
日頃,ひごろ,usually / habitually / always,
日傘,ひがさ,parasol (esp. one carried in the hand) / sunshade,
日産,にっさん,daily output,
日誌,にっし,journal / log,
日時,にちじ,"date and time (of a meeting, departure, etc.)",
日射,にっしゃ,solar radiation / insolation,
日射病,にっしゃびょう,heatstroke / sunstroke,
日取り,ひどり,fixed date / appointed day,
日照,にっしょう,sunlight,
日照り,ひでり,dry weather / drought,
日常,にちじょう,everyday / daily / ordinary,
日進月歩,にっしんげっぽ,steady progress / rapid advance,
日中,にっちゅう,daytime / during the day,
日程,にってい,schedule / program / programme,
日付,ひづけ,date / dating,
日米,にちべい,Japan and the United States / Japanese-American,
日暮れ,ひぐれ,twilight / sunset / dusk,
日報,にっぽう,daily report,
日没,にちぼつ,sunset,
日本画,にほんが,Japanese-style painting / picture in Japanese style / nihon-ga,
日本海,にほんかい,Sea of Japan,
日本語,にほんご,Japanese (language),
日本史,にほんし,Japanese history / history of Japan,
日本紙,にほんし,Japanese paper / washi,
日本式,にほんしき,Japanese style,
日本酒,にほんしゅ,sake (rice wine) / saké,
日本人,にほんじん,Japanese person,
日本製,にほんせい,made in Japan / Japanese-made,
日本中,にほんじゅう,throughout Japan,
日本刀,にほんとう,Japanese sword (usu. single-edged and curved) / Japanese bladed weapon,
日夜,にちや,day and night / around the clock / always,
日曜,にちよう,Sunday,
日曜日,にちようび,Sunday,
日用品,にちようひん,daily necessities / everyday item,
日和,ひより,weather / climatic conditions,
日和見,ひよりみ,opportunism / waiting and seeing (how the wind blows) / sitting on the fence,
乳液,にゅうえき,latex (milky fluid found in plants),
乳業,にゅうぎょう,dairy industry,
乳酸菌,にゅうさんきん,lactic-acid bacilli,
乳児,にゅうじ,infant (below 1 year old) / suckling baby,
乳製品,にゅうせいひん,dairy products,
乳幼児,にゅうようじ,babies and preschool children,
入り,いり,"attendance / audience / number (of visitors, customers, etc.)",
入り込み,いりごみ,coming in together / unreserved seats for the public,
入院,にゅういん,hospitalization / hospitalisation,
入園,にゅうえん,enrollment in kindergarten / enrollment in nursery school,
入荷,にゅうか,arrival of goods / goods received,
入会,にゅうかい,"admission (to a society, club, etc.) / joining / entrance",
入閣,にゅうかく,joining the cabinet,
入学,にゅうがく,admission (to a school or university) / entrance / enrolment,
入学試験,にゅうがくしけん,entrance examination,
入居,にゅうきょ,"moving in (to a house, apartment, etc.) / taking up residence",
入金,にゅうきん,receipt of money / money received / receipts,
入交,いりまじり,mixing with / being mixed,
入校,にゅうこう,admission (to a school) / entrance / enrolment,
入港,にゅうこう,entry into port / arriving in harbor,
入国,にゅうこく,entry into a country,
入札,にゅうさつ,bid / tender / bidding,
入試,にゅうし,entrance examination,
入室,にゅうしつ,entering a room,
入社,にゅうしゃ,joining a company / getting a job with a company / starting work at a company,
入手,にゅうしゅ,acquisition / obtaining / procurement,
入所,にゅうしょ,"admission (to an institute, nursery school, facility, etc.) / entrance",
入賞,にゅうしょう,winning a prize / placing (high; in a contest),
入場,にゅうじょう,entrance / entering / admission,
入場券,にゅうじょうけん,admission ticket / entrance ticket,
入植,にゅうしょく,settlement / immigration,
入信,にゅうしん,entering a faith / joining a religion,
入籍,にゅうせき,"registering (a marriage, etc.) in the family register",
入船,にゅうせん,arrival of a ship,
入選,にゅうせん,"being selected (for a prize, exhibition, etc.) / being accepted / winning",
入隊,にゅうたい,enlistment,
入団,にゅうだん,"joining (a group, team, etc.) / enrollment / enrolment",
入超,にゅうちょう,excess of imports,
入党,にゅうとう,joining a political party,
入念,にゅうねん,careful / elaborate / scrupulous,
梅雨入り,つゆいり,entering the rainy season / beginning of the rainy season,
入幕,にゅうまく,advancing to the first grade,
入門,にゅうもん,becoming a pupil (of) / becoming a disciple / entering an institution,
入浴,にゅうよく,bathing / going in the bath,
入来,にゅうらい,august visit / arrival,
入力,にゅうりょく,input / (data) entry,
如実,にょじつ,reality / actuality / actual conditions,
如来,にょらい,Tathagata / perfected one (suffix of high-ranking Buddhist deities),
任意,にんい,optional / voluntary / arbitrary,
任意出頭,にんいしゅっとう,voluntarily appearing for police questioning,
任官,にんかん,appointment (to an office) / investiture / commission,
任期,にんき,term of office,
任侠,にんきょう,chivalry / chivalrous spirit / helping the weak and fighting the strong,
任地,にんち,one's place of appointment / one's post,
任務,にんむ,duty / function / office,
任命,にんめい,appointment / nomination / ordination,
任免,にんめん,appointments and dismissal,
任用,にんよう,appointment / employment,
妊産婦,にんさんぷ,expectant and nursing mothers,
妊娠,にんしん,pregnancy / conception / gestation,
妊婦,にんぷ,pregnant woman,
忍び,しのび,stealth,
忍耐,にんたい,endurance / perseverance / patience,
認可,にんか,approval / license / licence,
認識,にんしき,recognition / awareness / perception,
認証,にんしょう,certification / attestation / authentication,
認知,にんち,acknowledgement / acknowledgment / recognition,
認定,にんてい,authorization / authorisation / acknowledgment,
認否,にんぴ,approval or disapproval / admission or denial,
猫舌,ねこじた,dislike of very hot food or drink / inability to take hot food / cat tongue,
猫背,ねこぜ,bent back / hunchback / stoop,
熱意,ねつい,zeal / enthusiasm / ardor,
熱気,ねっき,heat / hot air,
熱狂,ねっきょう,wild enthusiasm / being crazy about,
熱血,ねっけつ,hot blood / warm blood,
熱情,ねつじょう,ardour / ardor / passion,
熱心,ねっしん,zealous / enthusiastic / ardent,
熱線,ねっせん,heated wire,
熱帯,ねったい,tropics,
熱帯魚,ねったいぎょ,tropical fish,
熱中,ねっちゅう,being enthusiastic about / being wild about / being absorbed in,
熱湯,ねっとう,boiling water,
熱病,ねつびょう,fever / febrile disease,
熱弁,ねつべん,impassioned speech / fervent speech,
熱望,ねつぼう,longing for / burning desire,
熱量,ねつりょう,"quantity of heat (e.g. in calories, BTU, etc.) / heat value / calorific value",
熱烈,ねつれつ,ardent / passionate / vehement,
年の瀬,としのせ,the year end / end of the year / last days of the year,
年の暮れ,としのくれ,year end,
年越し,としこし,greeting the New Year (on New Year's Eve) / welcoming the New Year,
年下,としした,younger / junior,
年賀,ねんが,New Year's greetings / New Year's call / New Year's gift,
年賀状,ねんがじょう,New Year's card,
年会,ねんかい,conference / annual convention,
年額,ねんがく,yearly amount,
年刊,ねんかん,annual publication,
年鑑,ねんかん,yearbook / almanac / annual,
年間,ねんかん,(period of) a year,
年金,ねんきん,annuity / pension,
年月日,ねんがっぴ,"date (year, month and day)",
年限,ねんげん,length of time / term,
年後,ねんご,years later,
年功,ねんこう,long service,
年功序列,ねんこうじょれつ,seniority by length of service,
年号,ねんごう,"name of an imperial era (e.g. Heisei, Shōwa) / Japanese era name",
年頃,としごろ,approximate age / apparent age,
年祭,ねんさい,anniversary,
年産,ねんさん,annual production,
年始,ねんし,beginning of the year / new year,
年次,ねんじ,annual / yearly,
年収,ねんしゅう,annual income,
年初,ねんしょ,beginning of the year,
年少,ねんしょう,young / juvenile,
年上,としうえ,older / senior,
年数,ねんすう,number of years,
年代,ねんだい,age / era / period,
年男,としおとこ,man born in a year with the same Chinese zodiac sign as the current year,
年中,ねんじゅう,whole year / all year round / throughout the year,
年長,ねんちょう,senior / older,
年内,ねんない,remainder of the year / rest of the year,
年配,ねんぱい,(approximate) age / years,
年譜,ねんぷ,chronological record,
年俸,ねんぽう,annual salary,
年報,ねんぽう,annual report / yearbook,
年末,ねんまつ,end-of-year / year-end,
年明け,としあけ,beginning of the year / early in the New Year,
年来,ねんらい,of long standing / long-pending / long-cherished,
年利,ねんり,annual interest rate,
年輪,ねんりん,annual tree ring / growth ring,
年齢層,ねんれいそう,age range / age-group / age bracket,
念のため,ねんのため,just to make sure / just to be sure / for confirmation,
念願,ねんがん,one's heart's desire / one's dearest wish,
念書,ねんしょ,written pledge / signed note of assurance / memorandum,
念頭,ねんとう,(on one's) mind / heed,
念入り,ねんいり,careful / scrupulous / thorough,
念力,ねんりき,willpower / faith,
捻挫,ねんざ,sprain / twist / wrench,
燃焼,ねんしょう,burning / combustion,
燃費,ねんぴ,fuel consumption / gas mileage,
燃料,ねんりょう,fuel,
粘り,ねばり,stickiness / viscosity,
粘り気,ねばりけ,stickiness / viscosity / glutinosity,
粘性,ねんせい,viscous / sticky / gluey,
粘着,ねんちゃく,cohesion / adhesion,
粘土,ねんど,clay,
悩み,なやみ,trouble / troubles / worry,
濃厚,のうこう,"rich (flavor, color, etc.) / strong (e.g. odor) / heavy",
濃紺,のうこん,dark blue,
濃縮,のうしゅく,concentration (e.g. of a solution) / enrichment / condensation,
濃淡,のうたん,"light and shade / shade (of colour, color)",
濃密,のうみつ,"dense / thick / rich (flavour, colour, etc.)",
濃霧,のうむ,heavy fog / dense fog / thick fog,
納屋,なや,barn (for storage) / shed / outbuilding,
納会,のうかい,"last meeting (of the year, term, etc.) / year-end gathering (e.g. party)",
納期,のうき,appointed date of delivery / delivery time / due date for payment,
納税,のうぜい,payment of taxes,
納豆,なっとう,natto (fermented soybeans),
納得,なっとく,consent / agreement / acceptance,
納入,のうにゅう,"payment (of taxes, fees, etc.)",
納品,のうひん,delivery of goods,
納付,のうふ,payment / supply,
能楽,のうがく,noh play,
能書き,のうがき,advertising the excellence of one's wares / boasting / self-advertisement,
能動,のうどう,activity,
能動的,のうどうてき,active,
能面,のうめん,noh mask,
能役者,のうやくしゃ,noh actor,
能率,のうりつ,efficiency,
能力,のうりょく,ability / faculty,
脳死,のうし,brain death,
脳性,のうせい,cerebral,
脳波,のうは,brain waves,
脳裏,のうり,one's mind,
農園,のうえん,farm / plantation,
農家,のうか,farmer / farming family,
農学,のうがく,(science of) agriculture / agricultural science,
農閑期,のうかんき,slack season for farmers / leisure season for farmers,
農協,のうきょう,agricultural cooperative,
農業,のうぎょう,agriculture / farming,
農工,のうこう,agriculture and industry,
農耕,のうこう,farming / agriculture / cultivation,
農作業,のうさぎょう,farmwork,
農産,のうさん,agricultural products,
農産物,のうさんぶつ,agricultural produce,
農場,のうじょう,farm (agriculture),
農村,のうそん,agricultural community / farm village,
農地,のうち,agricultural land / farmland,
農夫,のうふ,(male) farmer / peasant / farmhand,
農民,のうみん,farmer / peasant,
農薬,のうやく,agricultural chemical / agrochemical / agrichemical,
農林,のうりん,agriculture and forestry,
把握,はあく,"grasp (of the situation, meaning, etc.) / understanding / control",
覇気,はき,spirit / drive / vigour,
覇権,はけん,hegemony,
覇者,はしゃ,supreme ruler / conqueror,
波及,はきゅう,spread / extension / influence,
波止場,はとば,wharf / quay / landing-stage,
波打ち際,なみうちぎわ,water's edge / beach / foreshore,
波長,はちょう,wavelength,
波頭,なみがしら,wave crest / whitecaps,
波動,はどう,wave motion / undulation / surge,
波紋,はもん,ripple / ring on the water,
波浪,はろう,waves / billows / surge,
